DOC4637 1:-1.98326 2:-1.85184 3:-0.963067 4:-1.17657 5:-1.12053 6:-1.54368 7:-1.29934 8:-1.0403 9:-1.06133 10:-1.72492 11:-1.28841 12:-1.30885 13:-1.60391 14:-1.35823 15:-1.65096 16:-1.35043
DOC4638 1:-1.96931 2:-1.87711 3:-1.16862 4:-0.977076 5:-1.02551 6:-1.78101 7:-1.35567 8:-1.10695 9:-0.937558 10:-1.72079 11:-0.98529 12:-1.17245 13:-1.56977 14:-1.53075 15:-1.58711 16:-1.38219
DOC4639 1:-2.05721 2:-1.93786 3:-0.982534 4:-1.01499 5:-1.02069 6:-1.71185 7:-1.33626 8:-1.2032 9:-0.943449 10:-1.83168 11:-1.2592 12:-1.18832 13:-1.20395 14:-1.51488 15:-1.78203 16:-1.36724
DOC4640 1:-1.96995 2:-1.95076 3:-0.992668 4:-0.930546 5:-1.26355 6:-1.62255 7:-1.46378 8:-1.19495 9:-0.976694 10:-1.79729 11:-1.0187 12:-1.22793 13:-1.52113 14:-1.4597 15:-1.5663 16:-1.39264
DOC4641 1:-1.96827 2:-2.01685 3:-1.07267 4:-0.893679 5:-0.996256 6:-1.5713 7:-1.31281 8:-1.12607 9:-1.04262 10:-1.63867 11:-1.28193 12:-1.38482 13:-1.51566 14:-1.44342 15:-1.60192 16:-1.24188
DOC4642 1:-1.87646 2:-1.87983 3:-1.08181 4:-0.954786 5:-1.01954 6:-1.61038 7:-1.29181 8:-0.928592 9:-1.13436 10:-1.73346 11:-1.04557 12:-1.39615 13:-1.48384 14:-1.39476 15:-1.51763 16:-1.3885
DOC4643 1:-2.08649 2:-1.87421 3:-1.30334 4:-0.965352 5:-1.15993 6:-1.5415 7:-1.26637 8:-1.21235 9:-1.20695 10:-1.70056 11:-1.16757 12:-1.21046 13:-1.41384 14:-1.474 15:-1.73896 16:-1.08683
DOC4644 1:-2.0711 2:-1.92583 3:-1.21381 4:-0.944601 5:-1.16977 6:-1.31998 7:-1.14257 8:-1.22096 9:-1.0627 10:-1.72782 11:-1.05419 12:-1.41206 13:-1.59719 14:-1.4568 15:-1.6267 16:-1.24871
DOC4645 1:-1.92174 2:-1.96808 3:-1.04286 4:-0.966167 5:-1.0462 6:-1.60797 7:-1.26272 8:-1.07026 9:-1.02571 10:-1.8502 11:-1.00333 12:-1.36173 13:-1.3808 14:-1.35989 15:-1.56074 16:-1.08641
DOC4646 1:-2.07387 2:-1.68855 3:-1.18965 4:-1.0106 5:-1.15523 6:-1.55353 7:-1.23855 8:-1.18927 9:-1.18315 10:-1.67804 11:-1.03503 12:-1.19682 13:-1.45903 14:-1.37256 15:-1.74622 16:-1.24227
DOC4647 1:-2.07093 2:-1.9336 3:-0.994415 4:-1.10234 5:-1.17812 6:-1.53323 7:-1.18927 8:-1.17031 9:-1.02407 10:-1.76774 11:-1.16031 12:-1.19268 13:-1.49772 14:-1.48594 15:-1.67709 16:-1.1435
DOC4648 1:-1.79426 2:-1.86325 3:-1.28546 4:-1.07358 5:-0.993653 6:-1.72662 7:-1.27008 8:-1.23836 9:-1.0127 10:-1.85742 11:-1.04572 12:-1.22815 13:-1.33181 14:-1.38654 15:-1.63718 16:-1.05148
DOC4649 1:-2.01718 2:-1.90095 3:-0.986795 4:-0.960817 5:-1.12977 6:-1.4719 7:-1.21885 8:-1.01551 9:-1.18078 10:-1.6201 11:-1.04854 12:-1.32596 13:-1.45132 14:-1.42897 15:-1.6137 16:-1.24709
DOC4650 1:-1.87142 2:-1.86373 3:-1.21928 4:-0.915529 5:-1.02428 6:-1.53702 7:-1.2648 8:-1.08282 9:-1.05922 10:-1.63403 11:-1.20818 12:-1.27299 13:-1.42646 14:-1.43658 15:-1.61837 16:-1.09715
DOC4651 1:-1.91755 2:-1.99943 3:-1.05374 4:-1.01897 5:-1.09721 6:-1.40782 7:-1.36923 8:-0.878066 9:-1.01226 10:-1.67686 11:-1.16189 12:-1.28134 13:-1.47588 14:-1.41519 15:-1.65854 16:-1.24169
DOC4652 1:-1.97757 2:-1.90701 3:-1.07403 4:-1.05373 5:-1.09296 6:-1.52628 7:-1.3318 8:-1.16944 9:-0.958131 10:-1.60311 11:-1.11214 12:-1.31712 13:-1.36583 14:-1.26903 15:-1.64038 16:-1.29855
DOC4653 1:-1.91508 2:-1.88378 3:-1.06924 4:-0.996526 5:-1.17636 6:-1.49057 7:-1.24099 8:-1.04367 9:-1.12487 10:-1.68453 11:-0.995012 12:-1.33766 13:-1.58645 14:-1.5773 15:-1.57766 16:-0.933983
DOC4654 1:-2.01132 2:-1.92076 3:-1.03636 4:-1.09278 5:-1.06148 6:-1.77104 7:-1.13551 8:-1.21856 9:-1.20153 10:-1.8974 11:-1.08082 12:-1.25423 13:-1.45388 14:-1.38094 15:-1.64565 16:-1.19857
DOC4655 1:-1.95897 2:-1.9213 3:-1.0021 4:-0.878145 5:-1.05472 6:-1.41272 7:-1.26923 8:-1.15096 9:-0.932657 10:-1.58459 11:-1.25646 12:-1.12145 13:-1.49993 14:-1.48694 15:-1.69977 16:-1.24546
DOC4656 1:-1.877 2:-1.92435 3:-1.26897 4:-0.917491 5:-1.00985 6:-1.60262 7:-1.36767 8:-1.1483 9:-0.901908 10:-1.65119 11:-0.95586 12:-1.34617 13:-1.54528 14:-1.41561 15:-1.7454 16:-1.18963
DOC4657 1:-2.08358 2:-1.60004 3:-1.14438 4:-0.936503 5:-1.05093 6:-1.63383 7:-1.31275 8:-1.02575 9:-1.01036 10:-1.62443 11:-1.11211 12:-1.21366 13:-1.31812 14:-1.42468 15:-1.68934 16:-1.21143
DOC4658 1:-1.95771 2:-1.86202 3:-1.17636 4:-1.11442 5:-1.17767 6:-1.5742 7:-1.25025 8:-1.07884 9:-1.05254 10:-1.80936 11:-1.14689 12:-1.47516 13:-1.36707 14:-1.44492 15:-1.56933 16:-0.968534
DOC4659 1:-2.06261 2:-1.7242 3:-1.1941 4:-1.06068 5:-1.1516 6:-1.42886 7:-1.1971 8:-1.31576 9:-1.15848 10:-1.8546 11:-1.17399 12:-1.40089 13:-1.37606 14:-1.42105 15:-1.55282 16:-1.05474
DOC4660 1:-1.91204 2:-2.02195 3:-1.18227 4:-0.927261 5:-0.967989 6:-1.64716 7:-1.33074 8:-1.13557 9:-1.05149 10:-1.64837 11:-1.23032 12:-1.24884 13:-1.63028 14:-1.37455 15:-1.71097 16:-1.27054
DOC4661 1:-1.95862 2:-1.97022 3:-1.11756 4:-0.909528 5:-1.14357 6:-1.51472 7:-1.09685 8:-1.2991 9:-1.17335 10:-1.69373 11:-1.03419 12:-1.18983 13:-1.36171 14:-1.56203 15:-1.69046 16:-1.20464
DOC4662 1:-2.03412 2:-2.01148 3:-1.18961 4:-0.925264 5:-1.04157 6:-1.70804 7:-1.26455 8:-1.39335 9:-0.958283 10:-1.73119 11:-0.977601 12:-1.29456 13:-1.46753 14:-1.44813 15:-1.7613 16:-1.15623
DOC4663 1:-1.90121 2:-1.92246 3:-1.10776 4:-0.927832 5:-1.02649 6:-1.49286 7:-1.25115 8:-1.24999 9:-0.971313 10:-1.72849 11:-1.04665 12:-1.40765 13:-1.61237 14:-1.31707 15:-1.87207 16:-1.32895
DOC4664 1:-1.87148 2:-1.78925 3:-1.28586 4:-0.97802 5:-1.06579 6:-1.45933 7:-1.41017 8:-1.22404 9:-1.08764 10:-1.801 11:-1.18772 12:-1.1757 13:-1.39862 14:-1.44392 15:-1.71789 16:-1.27333
DOC4665 1:-1.98487 2:-1.56148 3:-1.20666 4:-0.874066 5:-1.04142 6:-1.59332 7:-1.37489 8:-1.21902 9:-1.17607 10:-1.62651 11:-1.09386 12:-1.08668 13:-1.56657 14:-1.37009 15:-1.43936 16:-1.11977
DOC4666 1:-2.02422 2:-1.87031 3:-1.26428 4:-1.03929 5:-0.959491 6:-1.51124 7:-1.3509 8:-1.44299 9:-1.00052 10:-1.75124 11:-1.12163 12:-1.30661 13:-1.49021 14:-1.31349 15:-1.61748 16:-1.29221
DOC4667 1:-1.88895 2:-1.8655 3:-1.28515 4:-1.0234 5:-1.16062 6:-1.68045 7:-1.30666 8:-1.38028 9:-1.06386 10:-1.8273 11:-1.04747 12:-1.26598 13:-1.41361 14:-1.39165 15:-1.61087 16:-1.21793
DOC4668 1:-1.83624 2:-1.83287 3:-1.17765 4:-1.01207 5:-1.19731 6:-1.4235 7:-1.2886 8:-1.29513 9:-1.05479 10:-1.49827 11:-1.05691 12:-1.25734 13:-1.4437 14:-1.42292 15:-1.83109 16:-1.13639
DOC4669 1:-1.9928 2:-1.91111 3:-1.19625 4:-0.920525 5:-1.16676 6:-1.6185 7:-1.1854 8:-0.986385 9:-1.09968 10:-1.72796 11:-1.09283 12:-1.16434 13:-1.46011 14:-1.34904 15:-1.82335 16:-1.3198
DOC4670 1:-2.12784 2:-1.90941 3:-1.13072 4:-0.893766 5:-0.950998 6:-1.54899 7:-1.18665 8:-1.16827 9:-0.967914 10:-1.6545 11:-1.12564 12:-1.23563 13:-1.51199 14:-1.50014 15:-1.66587 16:-1.17473
DOC4671 1:-1.82557 2:-2.02644 3:-1.24274 4:-0.812996 5:-1.02657 6:-1.6307 7:-1.13696 8:-1.16318 9:-0.999941 10:-1.63324 11:-1.0301 12:-1.54195 13:-1.61315 14:-1.44424 15:-1.74114 16:-1.1285
DOC4672 1:-2.00973 2:-1.88942 3:-1.24987 4:-1.06005 5:-1.05598 6:-1.5296 7:-1.29258 8:-1.27844 9:-1.17224 10:-1.55568 11:-1.18225 12:-1.12349 13:-1.34861 14:-1.41479 15:-1.58944 16:-1.39608
DOC4673 1:-2.13779 2:-1.96092 3:-1.05575 4:-1.02508 5:-1.20765 6:-1.53263 7:-1.42792 8:-1.16759 9:-1.01805 10:-1.73106 11:-1.06651 12:-1.32203 13:-1.40545 14:-1.37377 15:-1.61432 16:-1.04242
DOC4674 1:-1.81056 2:-1.83995 3:-1.13903 4:-0.997483 5:-1.15552 6:-1.49547 7:-1.48621 8:-1.32506 9:-1.04714 10:-1.72268 11:-1.16635 12:-1.28648 13:-1.49659 14:-1.41994 15:-1.67519 16:-1.29781
DOC4675 1:-2.09579 2:-1.79562 3:-0.961325 4:-1.04178 5:-1.09822 6:-1.47917 7:-1.09798 8:-1.23127 9:-0.984416 10:-1.66023 11:-1.06155 12:-1.10194 13:-1.22428 14:-1.43999 15:-1.71239 16:-1.10081
DOC4676 1:-2.01564 2:-2.0035 3:-1.32255 4:-1.07226 5:-0.917663 6:-1.60934 7:-1.24665 8:-1.19881 9:-1.04005 10:-1.62167 11:-1.06165 12:-1.22856 13:-1.75696 14:-1.38305 15:-1.65226 16:-1.38814
DOC4677 1:-2.01374 2:-1.77982 3:-1.1548 4:-1.00792 5:-1.12565 6:-1.63665 7:-1.23324 8:-1.03733 9:-1.07824 10:-1.62529 11:-1.14286 12:-1.2306 13:-1.40375 14:-1.30583 15:-1.55295 16:-1.14094
DOC4678 1:-1.86192 2:-1.98436 3:-1.08559 4:-0.917334 5:-1.1525 6:-1.54211 7:-1.25358 8:-1.21298 9:-1.07393 10:-1.75098 11:-1.17297 12:-1.19314 13:-1.49856 14:-1.59212 15:-1.80348 16:-1.29276
DOC4679 1:-1.77085 2:-1.98786 3:-1.18754 4:-1.06909 5:-1.15336 6:-1.43938 7:-1.24933 8:-1.16054 9:-1.13387 10:-1.80263 11:-1.09427 12:-1.52017 13:-1.31241 14:-1.48348 15:-1.68025 16:-1.28307
DOC4680 1:-2.03901 2:-1.76896 3:-1.25598 4:-0.953142 5:-0.986429 6:-1.74092 7:-1.39814 8:-1.06118 9:-1.0657 10:-1.6963 11:-1.22435 12:-1.15775 13:-1.37961 14:-1.34512 15:-1.68104 16:-1.11493
DOC4681 1:-1.93881 2:-1.89016 3:-1.13393 4:-1.01313 5:-1.16086 6:-1.41699 7:-1.14573 8:-1.03944 9:-1.00212 10:-1.75737 11:-1.05414 12:-1.35724 13:-1.53164 14:-1.26883 15:-1.69299 16:-1.32036
DOC4682 1:-2.03629 2:-1.87546 3:-0.904936 4:-1.09048 5:-1.05057 6:-1.59545 7:-1.34528 8:-1.03782 9:-1.10013 10:-1.76665 11:-1.12973 12:-1.21338 13:-1.40842 14:-1.57784 15:-1.72138 16:-1.00906
DOC4683 1:-1.85655 2:-1.90307 3:-1.17072 4:-1.11709 5:-0.969213 6:-1.6107 7:-1.36031 8:-1.23767 9:-0.999742 10:-1.60452 11:-1.2266 12:-1.36252 13:-1.49298 14:-1.41778 15:-1.56918 16:-1.09602
DOC4684 1:-1.89505 2:-1.88302 3:-0.988546 4:-1.1558 5:-1.17379 6:-1.4765 7:-1.30375 8:-1.29612 9:-1.20742 10:-1.84164 11:-1.19317 12:-1.30599 13:-1.25209 14:-1.30205 15:-1.61247 16:-1.23686
DOC4685 1:-1.85265 2:-1.92714 3:-1.17078 4:-0.902628 5:-1.06887 6:-1.6524 7:-1.31604 8:-1.13702 9:-1.30164 10:-1.78851 11:-1.08619 12:-1.29099 13:-1.45304 14:-1.55124 15:-1.68587 16:-1.15721
DOC4686 1:-2.03527 2:-1.94805 3:-1.13954 4:-1.05357 5:-0.960704 6:-1.70966 7:-1.12738 8:-1.22643 9:-1.04745 10:-1.66371 11:-1.06594 12:-1.34425 13:-1.47189 14:-1.39541 15:-1.60968 16:-1.18267
DOC4687 1:-2.05516 2:-2.02413 3:-1.04875 4:-1.14103 5:-1.11204 6:-1.57979 7:-1.25375 8:-1.11815 9:-1.12669 10:-1.62227 11:-0.94326 12:-1.32552 13:-1.43104 14:-1.3988 15:-1.62095 16:-1.26559
DOC4688 1:-1.91616 2:-1.93275 3:-1.06678 4:-1.10547 5:-1.19782 6:-1.46484 7:-1.41322 8:-1.12634 9:-0.972011 10:-1.68917 11:-1.00323 12:-1.2701 13:-1.42548 14:-1.40196 15:-1.53668 16:-1.08782
DOC4689 1:-1.95344 2:-1.86678 3:-1.09485 4:-0.973557 5:-1.0295 6:-1.50617 7:-1.30215 8:-1.26635 9:-1.20833 10:-1.66499 11:-1.05699 12:-1.44756 13:-1.522 14:-1.52336 15:-1.79425 16:-1.17706
DOC4690 1:-1.92914 2:-1.80719 3:-1.02797 4:-0.92524 5:-1.18534 6:-1.68746 7:-1.34414 8:-1.06237 9:-1.13565 10:-1.71302 11:-0.938023 12:-1.36704 13:-1.4006 14:-1.50659 15:-1.81549 16:-1.20425
DOC4691 1:-2.22578 2:-1.86706 3:-1.15063 4:-1.08669 5:-1.08324 6:-1.48932 7:-1.32811 8:-1.19457 9:-1.00586 10:-1.65685 11:-1.14843 12:-1.3083 13:-1.60163 14:-1.52111 15:-1.64407 16:-1.25064
DOC4692 1:-2.06525 2:-1.8386 3:-1.17113 4:-1.15696 5:-1.16218 6:-1.4105 7:-1.36596 8:-1.11235 9:-1.08011 10:-1.60067 11:-1.01118 12:-1.19795 13:-1.32972 14:-1.44641 15:-1.62997 16:-1.11965
DOC4693 1:-1.85216 2:-1.69011 3:-1.1091 4:-0.906322 5:-0.964565 6:-1.54219 7:-1.30151 8:-1.20477 9:-1.05671 10:-1.62406 11:-1.28471 12:-1.02397 13:-1.40877 14:-1.48718 15:-1.63875 16:-1.2136
DOC4694 1:-2.02048 2:-1.82678 3:-1.11119 4:-1.04156 5:-1.00994 6:-1.4912 7:-1.40628 8:-1.08687 9:-1.06235 10:-1.79188 11:-1.06042 12:-1.17039 13:-1.61986 14:-1.28675 15:-1.76184 16:-1.10505
DOC4695 1:-1.91398 2:-1.8962 3:-1.28391 4:-0.896449 5:-1.12642 6:-1.55522 7:-1.30016 8:-1.26809 9:-1.21009 10:-1.8186 11:-1.09825 12:-1.22819 13:-1.41185 14:-1.46262 15:-1.68792 16:-1.10734
DOC4696 1:-2.02637 2:-1.88843 3:-1.11584 4:-1.03645 5:-1.07965 6:-1.46012 7:-1.29956 8:-1.13765 9:-1.21684 10:-1.63529 11:-1.02638 12:-1.19532 13:-1.33453 14:-1.2648 15:-1.64135 16:-1.23745
DOC4697 1:-1.94108 2:-1.89255 3:-1.03796 4:-1.16223 5:-1.07425 6:-1.60104 7:-1.32207 8:-1.35471 9:-1.10613 10:-1.90023 11:-0.98751 12:-1.11533 13:-1.44219 14:-1.28385 15:-1.56566 16:-1.29006
DOC4698 1:-2.01956 2:-1.85517 3:-1.15739 4:-0.980584 5:-1.038 6:-1.43973 7:-1.30927 8:-1.17576 9:-1.07292 10:-1.69422 11:-0.970073 12:-1.36894 13:-1.35311 14:-1.63484 15:-1.62539 16:-1.29036
DOC4699 1:-1.82445 2:-1.97414 3:-1.16761 4:-0.988645 5:-1.1637 6:-1.48078 7:-1.34428 8:-1.35771 9:-1.03338 10:-1.60959 11:-1.03521 12:-1.17937 13:-1.51946 14:-1.34268 15:-1.71642 16:-1.37947
DOC4700 1:-1.78828 2:-2.02897 3:-1.12535 4:-1.19635 5:-1.0044 6:-1.44269 7:-1.30555 8:-1.09487 9:-1.12249 10:-1.8311 11:-1.17855 12:-1.30867 13:-1.46431 14:-1.33087 15:-1.68299 16:-1.31515
DOC4701 1:-1.91619 2:-2.06317 3:-1.02469 4:-0.915459 5:-1.08765 6:-1.84131 7:-1.26335 8:-1.15058 9:-1.16192 10:-1.89002 11:-1.15147 12:-1.25983 13:-1.24481 14:-1.42146 15:-1.60337 16:-1.28037
DOC4702 1:-1.81388 2:-1.88116 3:-0.901562 4:-1.08434 5:-0.983371 6:-1.45484 7:-1.31125 8:-1.27084 9:-1.08412 10:-1.71548 11:-0.881853 12:-1.3534 13:-1.45146 14:-1.36718 15:-1.74291 16:-1.22425
DOC4703 1:-1.98353 2:-1.70808 3:-1.00943 4:-1.14254 5:-1.02732 6:-1.72766 7:-1.30599 8:-1.22734 9:-1.08846 10:-1.72464 11:-1.07554 12:-1.2943 13:-1.36991 14:-1.52426 15:-1.73306 16:-1.2337
DOC4704 1:-2.07813 2:-1.75452 3:-1.23272 4:-1.22806 5:-1.053 6:-1.65874 7:-1.28638 8:-1.12918 9:-1.16985 10:-1.87748 11:-1.25708 12:-1.21009 13:-1.22236 14:-1.51586 15:-1.54256 16:-1.12228
DOC4705 1:-1.89708 2:-1.97764 3:-0.960715 4:-1.09336 5:-1.19709 6:-1.62002 7:-1.36844 8:-1.07289 9:-0.891445 10:-1.86835 11:-1.06771 12:-1.27851 13:-1.406 14:-1.41098 15:-1.71367 16:-1.41943
DOC4706 1:-1.96347 2:-1.82089 3:-1.18572 4:-0.96234 5:-1.11949 6:-1.53685 7:-1.23337 8:-1.09315 9:-1.0284 10:-1.62423 11:-0.970456 12:-1.21609 13:-1.46598 14:-1.38258 15:-1.64881 16:-1.1071
DOC4707 1:-1.76367 2:-1.85557 3:-1.20575 4:-0.990302 5:-0.941178 6:-1.61443 7:-1.28159 8:-1.08575 9:-1.14106 10:-1.69354 11:-0.960583 12:-1.17237 13:-1.39197 14:-1.3561 15:-1.52726 16:-1.23131
DOC4708 1:-2.12402 2:-1.82564 3:-1.15717 4:-1.04991 5:-1.1289 6:-1.44072 7:-1.28085 8:-1.14023 9:-1.08161 10:-1.71124 11:-1.20159 12:-1.34492 13:-1.40574 14:-1.47652 15:-1.57028 16:-1.27213
DOC4709 1:-1.84406 2:-1.92911 3:-1.21062 4:-1.01669 5:-1.21894 6:-1.77663 7:-1.34597 8:-1.10754 9:-0.980619 10:-1.7578 11:-1.13006 12:-1.21239 13:-1.74282 14:-1.2899 15:-1.77636 16:-1.05823
DOC4710 1:-2.01318 2:-1.80986 3:-1.19447 4:-0.882862 5:-1.00541 6:-1.57163 7:-1.25227 8:-1.17802 9:-1.01809 10:-1.68899 11:-1.11194 12:-1.18467 13:-1.42302 14:-1.46983 15:-1.66807 16:-1.26169
DOC4711 1:-2.17113 2:-2.09201 3:-1.02613 4:-1.14887 5:-1.02082 6:-1.59295 7:-1.22937 8:-1.29279 9:-1.08131 10:-1.79019 11:-1.07882 12:-1.19793 13:-1.44321 14:-1.31493 15:-1.68729 16:-1.17705
DOC4712 1:-2.10778 2:-1.92048 3:-1.17148 4:-0.965306 5:-1.17453 6:-1.85576 7:-1.36103 8:-1.20057 9:-0.892313 10:-1.69139 11:-1.03541 12:-1.51456 13:-1.50298 14:-1.46338 15:-1.74966 16:-1.13203
DOC4713 1:-1.90023 2:-1.80114 3:-1.24991 4:-1.05987 5:-0.89853 6:-1.55977 7:-1.42795 8:-1.13736 9:-1.15819 10:-1.7093 11:-0.957113 12:-1.43774 13:-1.40481 14:-1.43735 15:-1.75874 16:-1.1609
DOC4714 1:-1.96911 2:-2.01029 3:-1.1159 4:-1.10473 5:-1.21231 6:-1.57197 7:-1.26143 8:-1.15644 9:-0.945053 10:-1.55137 11:-1.20438 12:-1.19978 13:-1.40847 14:-1.54946 15:-1.58052 16:-1.18542
DOC4715 1:-2.00056 2:-2.02039 3:-1.16217 4:-0.890219 5:-1.04611 6:-1.58925 7:-1.3645 8:-1.09458 9:-1.10263 10:-1.61485 11:-1.057 12:-1.39286 13:-1.49368 14:-1.49983 15:-1.76971 16:-1.29783
DOC4716 1:-2.05817 2:-1.8081 3:-1.20908 4:-1.1079 5:-0.880948 6:-1.48706 7:-1.22826 8:-1.27271 9:-1.30382 10:-1.84203 11:-1.06452 12:-1.36357 13:-1.53336 14:-1.57502 15:-1.64194 16:-1.11894
DOC4717 1:-1.93948 2:-1.79929 3:-1.07744 4:-0.866818 5:-1.22343 6:-1.60167 7:-1.32336 8:-1.12022 9:-1.05298 10:-1.57282 11:-1.00316 12:-1.31148 13:-1.5643 14:-1.2288 15:-1.68098 16:-1.30021
DOC4718 1:-1.97532 2:-1.83014 3:-1.16455 4:-1.06001 5:-1.184 6:-1.35558 7:-1.32257 8:-1.27727 9:-1.09748 10:-1.78472 11:-1.04574 12:-1.29321 13:-1.43791 14:-1.4686 15:-1.85061 16:-1.16043
DOC4719 1:-2.02447 2:-1.95465 3:-1.1692 4:-0.885784 5:-0.971627 6:-1.59345 7:-1.17668 8:-1.06106 9:-1.07107 10:-1.58499 11:-1.1 12:-1.2168 13:-1.60705 14:-1.25097 15:-1.6118 16:-1.11526
DOC4720 1:-1.99267 2:-1.90987 3:-1.11232 4:-1.0345 5:-1.18545 6:-1.52847 7:-1.27165 8:-1.17891 9:-1.17787 10:-1.59014 11:-0.966682 12:-1.18459 13:-1.38917 14:-1.3249 15:-1.7719 16:-1.11242
DOC4721 1:-1.89165 2:-1.79685 3:-0.97207 4:-0.920991 5:-0.948986 6:-1.54294 7:-1.13162 8:-1.38445 9:-1.10945 10:-1.64583 11:-1.01945 12:-1.29673 13:-1.42927 14:-1.41273 15:-1.7967 16:-1.18156
DOC4722 1:-1.95652 2:-1.84279 3:-1.07211 4:-1.07172 5:-1.12724 6:-1.59166 7:-1.34108 8:-1.15709 9:-1.13746 10:-1.91247 11:-0.877831 12:-1.39699 13:-1.37182 14:-1.38414 15:-1.63795 16:-1.19233
DOC4723 1:-2.13562 2:-2.04607 3:-0.938161 4:-1.27777 5:-0.975316 6:-1.41992 7:-1.13656 8:-1.22998 9:-1.25051 10:-1.68047 11:-1.02866 12:-1.4461 13:-1.40148 14:-1.51792 15:-1.49268 16:-1.21739
DOC4724 1:-1.81621 2:-1.84785 3:-1.06636 4:-0.923318 5:-1.19697 6:-1.55297 7:-1.13403 8:-1.20852 9:-1.27733 10:-1.7786 11:-1.14806 12:-1.28424 13:-1.24717 14:-1.49904 15:-1.71406 16:-1.05159
DOC4725 1:-1.82481 2:-1.84132 3:-1.08401 4:-0.944837 5:-1.09087 6:-1.40321 7:-1.28047 8:-1.21625 9:-1.01799 10:-1.71064 11:-1.05606 12:-1.23554 13:-1.6765 14:-1.30517 15:-1.85491 16:-1.24738
DOC4726 1:-1.92664 2:-1.95924 3:-1.03703 4:-1.12432 5:-1.10808 6:-1.59456 7:-1.25271 8:-1.29261 9:-1.15749 10:-1.79079 11:-1.15999 12:-1.29467 13:-1.60258 14:-1.47106 15:-1.71258 16:-1.3137
DOC4727 1:-2.01781 2:-1.95635 3:-1.19924 4:-1.10577 5:-0.970633 6:-1.56324 7:-1.33377 8:-1.04698 9:-0.998007 10:-1.75202 11:-1.29941 12:-1.38832 13:-1.48146 14:-1.34554 15:-1.8147 16:-1.25903
DOC4728 1:-1.93815 2:-1.80934 3:-1.14895 4:-1.08437 5:-1.02026 6:-1.72341 7:-1.16894 8:-1.23994 9:-1.11978 10:-1.68165 11:-0.953171 12:-1.31318 13:-1.25014 14:-1.40445 15:-1.65746 16:-1.20651
DOC4729 1:-2.12635 2:-1.82258 3:-1.04033 4:-1.03819 5:-1.20305 6:-1.60944 7:-1.32513 8:-1.07453 9:-1.1561 10:-1.8351 11:-1.03299 12:-1.07236 13:-1.25042 14:-1.62407 15:-1.76999 16:-1.09195
DOC4730 1:-1.84128 2:-1.71394 3:-1.0858 4:-1.0271 5:-1.04828 6:-1.48632 7:-1.42485 8:-1.1386 9:-1.07721 10:-1.69599 11:-1.09135 12:-1.28918 13:-1.56411 14:-1.53926 15:-1.7611 16:-1.24713
DOC4731 1:-1.81364 2:-2.12661 3:-1.19003 4:-1.03044 5:-0.932292 6:-1.55196 7:-1.20207 8:-1.15554 9:-1.17998 10:-1.75669 11:-0.988418 12:-1.40294 13:-1.46185 14:-1.48985 15:-1.50495 16:-1.2528
DOC4732 1:-1.87837 2:-1.76896 3:-1.25074 4:-1.11401 5:-1.03918 6:-1.61658 7:-1.32986 8:-1.26636 9:-1.20484 10:-1.70437 11:-0.989528 12:-1.48161 13:-1.59196 14:-1.37838 15:-1.67857 16:-1.13869
DOC4733 1:-1.92238 2:-1.86966 3:-1.17661 4:-1.11627 5:-1.08466 6:-1.47032 7:-1.37344 8:-1.04991 9:-1.14343 10:-1.75855 11:-1.02491 12:-1.43407 13:-1.29639 14:-1.52314 15:-1.84151 16:-1.26748
DOC4734 1:-1.91998 2:-1.68021 3:-1.11817 4:-0.978987 5:-1.03299 6:-1.52266 7:-1.40992 8:-1.17891 9:-1.10539 10:-1.73761 11:-1.14957 12:-1.37643 13:-1.52424 14:-1.27983 15:-1.83059 16:-1.54452
DOC4735 1:-1.93178 2:-1.67348 3:-1.24234 4:-1.2868 5:-1.15447 6:-1.61219 7:-1.24004 8:-1.12916 9:-1.27505 10:-1.58061 11:-1.03028 12:-1.37816 13:-1.44945 14:-1.43501 15:-1.83737 16:-1.17001
DOC4736 1:-2.01584 2:-2.03002 3:-1.07318 4:-0.91964 5:-1.32619 6:-1.45517 7:-1.28239 8:-1.08534 9:-1.16231 10:-1.81234 11:-1.14519 12:-1.28438 13:-1.4532 14:-1.38026 15:-1.8486 16:-1.19621
DOC4737 1:-2.1871 2:-1.83323 3:-0.997827 4:-1.0201 5:-1.1251 6:-1.63123 7:-1.33235 8:-1.12861 9:-1.10555 10:-1.88535 11:-1.09392 12:-1.32953 13:-1.31098 14:-1.45821 15:-1.7235 16:-1.2613
DOC4738 1:-1.91937 2:-1.94435 3:-0.989672 4:-0.864272 5:-1.08938 6:-1.50541 7:-1.18092 8:-1.18295 9:-1.31581 10:-1.62679 11:-0.976679 12:-1.18912 13:-1.37665 14:-1.50213 15:-1.70565 16:-1.13315
DOC4739 1:-1.76352 2:-1.77985 3:-1.14316 4:-0.9675 5:-1.04174 6:-1.69181 7:-1.44627 8:-1.01158 9:-1.10747 10:-1.75026 11:-1.00641 12:-1.36851 13:-1.44092 14:-1.25608 15:-1.89628 16:-1.42589
DOC4740 1:-1.86176 2:-1.77017 3:-1.2244 4:-1.09816 5:-1.08169 6:-1.6006 7:-1.25978 8:-1.06079 9:-0.951495 10:-1.71428 11:-1.22471 12:-1.19397 13:-1.3219 14:-1.32313 15:-1.60219 16:-1.22732
