DOC1 1,1:0.0699915
DOC5727 1,1:0.0705461
DOC5728 1,1:0.076928
DOC5729 1,1:0.0916059
DOC5730 1,1:0.0786094
DOC5731 1,1:0.0830357
DOC5732 1,1:0.0672917
DOC5733 1,1:0.0812986
DOC5734 1,1:0.0667758
DOC5735 1,1:0.0954791
DOC5736 1,1:0.0846073
DOC5737 1,1:0.0905912
DOC5738 1,1:0.0937234
DOC5739 1,1:0.0855986
DOC5740 1,1:0.0883027
DOC5741 1,1:0.0682367
DOC5742 1,1:0.095792
DOC5743 1,1:0.0667524
DOC5744 1,1:0.0809408
DOC5745 1,1:0.0856656
DOC5746 1,1:0.0813567
DOC5747 1,1:0.0886565
DOC5748 1,1:0.0913449
DOC5749 1,1:0.0811757
DOC5750 1,1:0.0804334
DOC5751 1,1:0.0839926
DOC5752 1,1:0.0732145
DOC5753 1,1:0.0814653
DOC5754 1,1:0.0730427
DOC5755 1,1:0.0689321
DOC5756 1,1:0.0752529
DOC5757 1,1:0.0792043
DOC5758 1,1:0.082735
DOC5759 1,1:0.0782809
DOC5760 1,1:0.0877487
DOC5761 1,1:0.0797502
DOC5762 1,1:0.0827124
DOC5763 1,1:0.0687011
DOC5764 1,1:0.0877019
DOC5765 1,1:0.0653447
DOC5766 1,1:0.074069
DOC5767 1,1:0.0657991
DOC5768 1,1:0.0762916
DOC5769 1,1:0.083595
DOC5770 1,1:0.0718755
DOC5771 1,1:0.0844664
DOC5772 1,1:0.0725613
DOC5773 1,1:0.0675174
DOC5774 1,1:0.0906414
DOC5775 1,1:0.0745344
DOC5776 1,1:0.0936475
DOC5777 1,1:0.0653785
DOC5778 1,1:0.0765336
DOC5779 1,1:0.0818929
DOC5780 1,1:0.0731215
DOC5781 1,1:0.0943087
DOC5782 1,1:0.076573
DOC5783 1,1:0.0734779
DOC5784 1,1:0.0822261
DOC5785 1,1:0.0785268
DOC5786 1,1:0.0823984
DOC5787 1,1:0.0683855
DOC5788 1,1:0.0902427
DOC5789 1,1:0.0711348
DOC5790 1,1:0.0845989
DOC5791 1,1:0.0710445
DOC5792 1,1:0.0683546
DOC5793 1,1:0.0707073
DOC5794 1,1:0.076152
DOC5795 1,1:0.0790898
DOC5796 1,1:0.0889909
DOC5797 1,1:0.0848759
DOC5798 1,1:0.0849932
DOC5799 1,1:0.0813072
DOC5800 1,1:0.0686176
DOC5801 1,1:0.0908773
DOC5802 1,1:0.0846741
DOC5803 1,1:0.0782432
DOC5804 1,1:0.0730899
DOC5805 1,1:0.0892904
DOC5806 1,1:0.0839374
DOC5807 1,1:0.0910177
DOC5808 1,1:0.068258
DOC5809 1,1:0.0800095
DOC5810 1,1:0.0833416
DOC5811 1,1:0.0822706
DOC5812 1,1:0.0820016
DOC5813 1,1:0.0848105
DOC5814 1,1:0.0907089
DOC5815 1,1:0.0727554
DOC5816 1,1:0.0732104
DOC5817 1,1:0.0877128
DOC5818 1,1:0.0812486
DOC5819 1,1:0.0718082
DOC5820 1,1:0.0861498
DOC5821 1,1:0.0911437
DOC5822 1,1:0.0868003
DOC5823 1,1:0.0864911
DOC5824 1,1:0.0770157
DOC5825 1,1:0.090177
DOC5826 1,1:0.0865163
DOC5827 1,1:0.0912748
DOC5828 1,1:0.0824609
DOC5829 1,1:0.0707827
DOC5830 1,1:0.0807071
DOC5831 1,1:0.0837627
DOC5832 1,1:0.0800531
DOC5833 1,1:0.0877766
DOC5834 1,1:0.0826607
DOC5835 1,1:0.0821663
DOC5836 1,1:0.0917415
DOC5837 1,1:0.0741676
DOC5838 1,1:0.0916379
DOC5839 1,1:0.0839362
DOC5840 1,1:0.0761544
DOC5841 1,1:0.0926037
DOC5842 1,1:0.0754851
DOC5843 1,1:0.070876
DOC5844 1,1:0.0899986
DOC5845 1,1:0.0827529
DOC5846 1,1:0.0786369
DOC5847 1,1:0.0770208
DOC5848 1,1:0.0684811
DOC5849 1,1:0.0856701
DOC5850 1,1:0.0951814
DOC5851 1,1:0.0760508
DOC5852 1,1:0.0825915
DOC5853 1,1:0.0685819
DOC5854 1,1:0.075817
DOC5855 1,1:0.0845418
DOC5856 1,1:0.0798037
DOC5857 1,1:0.0816672
DOC5858 1,1:0.097262
DOC5859 1,1:0.0713779
DOC5860 1,1:0.0936516
DOC5861 1,1:0.0750016
DOC5862 1,1:0.0888862
DOC5863 1,1:0.0770718
DOC5864 1,1:0.0795918
DOC5865 1,1:0.0786592
DOC5866 1,1:0.0775656
DOC5867 1,1:0.0915908
DOC5868 1,1:0.0793471
DOC5869 1,1:0.0830471
DOC5870 1,1:0.0844377
DOC5871 1,1:0.0745616
DOC5872 1,1:0.0863178
DOC5873 1,1:0.0946303
DOC5874 1,1:0.080358
DOC5875 1,1:0.0936325
DOC5876 1,1:0.0839649
DOC5877 1,1:0.0838506
DOC5878 1,1:0.0798543
DOC5879 1,1:0.0693918
DOC5880 1,1:0.0772301
DOC5881 1,1:0.0899678
DOC5882 1,1:0.0617469
DOC5883 1,1:0.0818536
DOC5884 1,1:0.0784063
DOC5885 1,1:0.0751066
DOC5886 1,1:0.0864356
DOC5887 1,1:0.0734342
DOC5888 1,1:0.0848204
DOC5889 1,1:0.0842485
DOC5890 1,1:0.0776374
DOC5891 1,1:0.075456
DOC5892 1,1:0.0815146
DOC5893 1,1:0.072338
DOC5894 1,1:0.0817923
DOC5895 1,1:0.0665658
DOC5896 1,1:0.0708182
DOC5897 1,1:0.0647433
DOC5898 1,1:0.0824147
DOC5899 1,1:0.0793958
DOC5900 1,1:0.0821257
DOC5901 1,1:0.0807203
DOC5902 1,1:0.0854924
DOC5903 1,1:0.0720514
DOC5904 1,1:0.0802282
DOC5905 1,1:0.0739207
DOC5906 1,1:0.0945738
DOC5907 1,1:0.0697554
DOC5908 1,1:0.0899318
DOC5909 1,1:0.0792218
DOC5910 1,1:0.0852164
DOC5911 1,1:0.0786804
DOC5912 1,1:0.0723415
DOC5913 1,1:0.0793545
DOC5914 1,1:0.0747094
DOC5915 1,1:0.0587433
DOC5916 1,1:0.0932902
DOC5917 1,1:0.0856709
DOC5918 1,1:0.075713
DOC5919 1,1:0.0710744
DOC5920 1,1:0.0742911
DOC5921 1,1:0.0663966
DOC5922 1,1:0.0789254
DOC5923 1,1:0.0809953
DOC5924 1,1:0.0912663
DOC5925 1,1:0.0743155
DOC5926 1,1:0.0673118
DOC5927 1,1:0.0808124
DOC5928 1,1:0.0707887
DOC5929 1,1:0.0725582
DOC5930 1,1:0.0875978
DOC5931 1,1:0.0814259
DOC5932 1,1:0.0792108
DOC5933 1,1:0.0811229
DOC5934 1,1:0.0800744
DOC5935 1,1:0.0828624
DOC5936 1,1:0.0758466
DOC5937 1,1:0.0806614
DOC5938 1,1:0.0837106
DOC5939 1,1:0.0742583
DOC5940 1,1:0.0864995
DOC5941 1,1:0.0946255
DOC5942 1,1:0.0862451
DOC5943 1,1:0.0829247
DOC5944 1,1:0.0828612
DOC5945 1,1:0.0892522
DOC5946 1,1:0.0692408
DOC5947 1,1:0.0735708
DOC5948 1,1:0.0828545
DOC5949 1,1:0.0846285
DOC5950 1,1:0.0912655
DOC5951 1,1:0.0815025
DOC5952 1,1:0.0681212
DOC5953 1,1:0.0715772
DOC5954 1,1:0.0768593
DOC5955 1,1:0.0836
DOC5956 1,1:0.0787624
DOC5957 1,1:0.074795
DOC5958 1,1:0.0768873
DOC5959 1,1:0.0729948
DOC5960 1,1:0.0810738
DOC5961 1,1:0.0805552
DOC5962 1,1:0.0932257
DOC5963 1,1:0.068149
DOC5964 1,1:0.0826533
DOC5965 1,1:0.0855402
DOC5966 1,1:0.0768267
DOC5967 1,1:0.0810573
DOC5968 1,1:0.0768172
DOC5969 1,1:0.0799243
DOC5970 1,1:0.0756607
DOC5971 1,1:0.0839291
DOC5972 1,1:0.0838354
DOC5973 1,1:0.0803294
DOC5974 1,1:0.0746341
DOC5975 1,1:0.0816128
DOC5976 1,1:0.0757783
DOC5977 1,1:0.0736533
DOC5978 1,1:0.0860149
DOC5979 1,1:0.0710238
DOC5980 1,1:0.0849602
DOC5981 1,1:0.0799358
DOC5982 1,1:0.0829416
DOC5983 1,1:0.0702668
DOC5984 1,1:0.0728236
DOC5985 1,1:0.0850759
DOC5986 1,1:0.0630246
DOC5987 1,1:0.0812379
DOC5988 1,1:0.0775734
DOC5989 1,1:0.0716507
DOC5990 1,1:0.0742519
DOC5991 1,1:0.0800645
DOC5992 1,1:0.0876777
DOC5993 1,1:0.0826602
DOC5994 1,1:0.0812062
DOC5995 1,1:0.0767149
DOC5996 1,1:0.0753911
DOC5997 1,1:0.0862973
DOC5998 1,1:0.0891935
DOC5999 1,1:0.080041
DOC6000 1,1:0.0749887
DOC6001 1,1:0.064423
DOC6002 1,1:0.0739755
DOC6003 1,1:0.080705
DOC6004 1,1:0.0817918
DOC6005 1,1:0.0938348
DOC6006 1,1:0.0892526
DOC6007 1,1:0.0813295
DOC6008 1,1:0.0821753
DOC6009 1,1:0.0887571
DOC6010 1,1:0.0815614
DOC6011 1,1:0.0846677
DOC6012 1,1:0.0709698
DOC6013 1,1:0.0764104
DOC6014 1,1:0.0777244
DOC6015 1,1:0.0823867
DOC6016 1,1:0.0837991
DOC6017 1,1:0.0800689
DOC6018 1,1:0.0723532
DOC6019 1,1:0.0830398
DOC6020 1,1:0.0793035
DOC6021 1,1:0.097725
DOC6022 1,1:0.0881106
DOC6023 1,1:0.0818881
DOC6024 1,1:0.0775093
DOC6025 1,1:0.0747007
DOC6026 1,1:0.0771261
DOC6027 1,1:0.0767032
DOC6028 1,1:0.0818495
DOC6029 1,1:0.0992959
DOC6030 1,1:0.0739229
DOC6031 1,1:0.0775516
DOC6032 1,1:0.0642393
DOC6033 1,1:0.0904336
DOC6034 1,1:0.0739365
DOC6035 1,1:0.0798379
DOC6036 1,1:0.0934235
DOC6037 1,1:0.0753832
DOC6038 1,1:0.0859008
DOC6039 1,1:0.0910503
DOC6040 1,1:0.0915294
DOC6041 1,1:0.0758361
DOC6042 1,1:0.0897021
DOC6043 1,1:0.0806404
DOC6044 1,1:0.0878081
DOC6045 1,1:0.0781214
DOC6046 1,1:0.0847289
DOC6047 1,1:0.076588
DOC6048 1,1:0.0755011
DOC6049 1,1:0.0664947
DOC6050 1,1:0.0709945
DOC6051 1,1:0.0758919
DOC6052 1,1:0.0807318
DOC6053 1,1:0.0779738
DOC6054 1,1:0.0828126
DOC6055 1,1:0.0774408
DOC6056 1,1:0.0781767
DOC6057 1,1:0.0815869
DOC6058 1,1:0.0854588
DOC6059 1,1:0.0837215
DOC6060 1,1:0.0742495
DOC6061 1,1:0.0748357
DOC6062 1,1:0.0721968
DOC6063 1,1:0.0832778
DOC6064 1,1:0.0850051
DOC6065 1,1:0.0843678
DOC6066 1,1:0.0832987
DOC6067 1,1:0.0748565
DOC6068 1,1:0.0882379
DOC6069 1,1:0.0863419
DOC6070 1,1:0.0826837
DOC6071 1,1:0.081784
DOC6072 1,1:0.0780666
DOC6073 1,1:0.0778129
DOC6074 1,1:0.0767458
DOC6075 1,1:0.0805713
DOC6076 1,1:0.07436
DOC6077 1,1:0.0802895
DOC6078 1,1:0.0733399
DOC6079 1,1:0.0882264
DOC6080 1,1:0.082423
DOC6081 1,1:0.0763526
DOC6082 1,1:0.0891938
DOC6083 1,1:0.068318
DOC6084 1,1:0.088791
DOC6085 1,1:0.0857414
DOC6086 1,1:0.0739444
DOC6087 1,1:0.0860985
DOC6088 1,1:0.0796558
DOC6089 1,1:0.0752908
DOC6090 1,1:0.0774282
DOC6091 1,1:0.0679357
DOC6092 1,1:0.0828844
DOC6093 1,1:0.0833973
DOC6094 1,1:0.0806471
DOC6095 1,1:0.090949
DOC6096 1,1:0.0700564
DOC6097 1,1:0.0896658
DOC6098 1,1:0.0796403
DOC6099 1,1:0.0833385
DOC6100 1,1:0.07507
DOC6101 1,1:0.0784198
DOC6102 1,1:0.0730478
DOC6103 1,1:0.0768389
DOC6104 1,1:0.0855959
DOC6105 1,1:0.0931985
DOC6106 1,1:0.0845428
DOC6107 1,1:0.0826226
DOC6108 1,1:0.085161
DOC6109 1,1:0.0740242
DOC6110 1,1:0.0745419
DOC6111 1,1:0.0750535
DOC6112 1,1:0.0832172
DOC6113 1,1:0.0801591
DOC6114 1,1:0.0781583
DOC6115 1,1:0.0872621
DOC6116 1,1:0.0761251
DOC6117 1,1:0.0767884
DOC6118 1,1:0.0849821
DOC6119 1,1:0.0671046
DOC6120 1,1:0.0736535
DOC6121 1,1:0.0758633
DOC6122 1,1:0.0817255
DOC6123 1,1:0.0795174
DOC6124 1,1:0.0727155
DOC6125 1,1:0.0787633
DOC6126 1,1:0.0864048
DOC6127 1,1:0.0857993
DOC6128 1,1:0.0705451
DOC6129 1,1:0.0783656
DOC6130 1,1:0.0782534
DOC6131 1,1:0.0790567
DOC6132 1,1:0.09381
DOC6133 1,1:0.0832169
DOC6134 1,1:0.0827889
DOC6135 1,1:0.0913286
DOC6136 1,1:0.0817884
DOC6137 1,1:0.0764255
DOC6138 1,1:0.0775462
DOC6139 1,1:0.0752171
DOC6140 1,1:0.0844277
DOC6141 1,1:0.0775802
DOC6142 1,1:0.0745134
DOC6143 1,1:0.0819506
DOC6144 1,1:0.0951384
DOC6145 1,1:0.0789196
DOC6146 1,1:0.0785384
DOC6147 1,1:0.0820333
DOC6148 1,1:0.0781249
DOC6149 1,1:0.0720966
DOC6150 1,1:0.0745663
DOC6151 1,1:0.0803816
DOC6152 1,1:0.0729105
DOC6153 1,1:0.0842657
DOC6154 1,1:0.0890753
DOC6155 1,1:0.0781111
DOC6156 1,1:0.0823213
DOC6157 1,1:0.0809406
DOC6158 1,1:0.0731892
DOC6159 1,1:0.0743762
DOC6160 1,1:0.0737044
DOC6161 1,1:0.0717938
DOC6162 1,1:0.0826067
DOC6163 1,1:0.0731768
DOC6164 1,1:0.0783863
DOC6165 1,1:0.069939
DOC6166 1,1:0.0875298
DOC6167 1,1:0.0772301
DOC6168 1,1:0.0798074
DOC6169 1,1:0.0905835
DOC6170 1,1:0.0745129
DOC6171 1,1:0.0863652
DOC6172 1,1:0.082199
DOC6173 1,1:0.0818704
DOC6174 1,1:0.0792098
DOC6175 1,1:0.0795395
DOC6176 1,1:0.0711417
DOC6177 1,1:0.078762
DOC6178 1,1:0.0765734
DOC6179 1,1:0.0839306
DOC6180 1,1:0.0767513
DOC6181 1,1:0.08077
DOC6182 1,1:0.088164
DOC6183 1,1:0.0748493
DOC6184 1,1:0.0835118
DOC6185 1,1:0.0733594
DOC6186 1,1:0.0782274
DOC6187 1,1:0.0897935
DOC6188 1,1:0.0804302
DOC6189 1,1:0.0693971
DOC6190 1,1:0.0685526
DOC6191 1,1:0.0761612
DOC6192 1,1:0.0757014
DOC6193 1,1:0.0696723
DOC6194 1,1:0.0803711
DOC6195 1,1:0.0758645
DOC6196 1,1:0.0788598
DOC6197 1,1:0.0823378
DOC6198 1,1:0.0711581
DOC6199 1,1:0.083096
DOC6200 1,1:0.0858689
DOC6201 1,1:0.0736372
DOC6202 1,1:0.077433
DOC6203 1,1:0.0805858
DOC6204 1,1:0.0896803
DOC6205 1,1:0.0810733
DOC6206 1,1:0.0816182
DOC6207 1,1:0.0716482
DOC6208 1,1:0.0731508
DOC6209 1,1:0.071122
DOC6210 1,1:0.0697846
DOC6211 1,1:0.08613
DOC6212 1,1:0.070184
DOC6213 1,1:0.0794156
DOC6214 1,1:0.0885566
DOC6215 1,1:0.0896763
DOC6216 1,1:0.0827068
DOC6217 1,1:0.0795657
DOC6218 1,1:0.079671
DOC6219 1,1:0.0973522
DOC6220 1,1:0.0857142
DOC6221 1,1:0.0667776
DOC6222 1,1:0.0769129
DOC6223 1,1:0.0665514
DOC6224 1,1:0.0736872
DOC6225 1,1:0.0695262
DOC6226 1,1:0.0725051
DOC6227 1,1:0.0808641
DOC6228 1,1:0.0983457
DOC6229 1,1:0.0714834
DOC6230 1,1:0.0774899
DOC6231 1,1:0.0838727
DOC6232 1,1:0.0766808
DOC6233 1,1:0.0829971
DOC6234 1,1:0.0836586
DOC6235 1,1:0.0769801
DOC6236 1,1:0.0804233
DOC6237 1,1:0.0797677
DOC6238 1,1:0.0760575
DOC6239 1,1:0.0741349
DOC6240 1,1:0.0824816
DOC6241 1,1:0.0724476
DOC6242 1,1:0.0870356
DOC6243 1,1:0.0708508
DOC6244 1,1:0.0984328
DOC6245 1,1:0.0752453
DOC6246 1,1:0.075141
DOC6247 1,1:0.0754008
DOC6248 1,1:0.0888153
DOC6249 1,1:0.0808511
DOC6250 1,1:0.0850681
DOC6251 1,1:0.0740812
DOC6252 1,1:0.0678124
DOC6253 1,1:0.0800074
DOC6254 1,1:0.0864703
DOC6255 1,1:0.0812165
DOC6256 1,1:0.075414
DOC6257 1,1:0.0827596
DOC6258 1,1:0.070976
DOC6259 1,1:0.070811
DOC6260 1,1:0.080131
DOC6261 1,1:0.0804746
DOC6262 1,1:0.0764202
DOC6263 1,1:0.0797802
DOC6264 1,1:0.0760436
DOC6265 1,1:0.0734689
DOC6266 1,1:0.0834868
DOC6267 1,1:0.0840693
DOC6268 1,1:0.0808916
DOC6269 1,1:0.0787931
DOC6270 1,1:0.080976
DOC6271 1,1:0.0683973
DOC6272 1,1:0.0786581
DOC6273 1,1:0.0754009
DOC6274 1,1:0.0878995
DOC6275 1,1:0.0857997
DOC6276 1,1:0.0802024
DOC6277 1,1:0.0838488
DOC6278 1,1:0.0828627
DOC6279 1,1:0.0862685
DOC6280 1,1:0.0902861
DOC6281 1,1:0.0725619
DOC6282 1,1:0.0847855
DOC6283 1,1:0.0770826
DOC6284 1,1:0.0943014
DOC6285 1,1:0.0851618
DOC6286 1,1:0.0896434
DOC6287 1,1:0.0828052
DOC6288 1,1:0.0786756
DOC6289 1,1:0.0811243
DOC6290 1,1:0.0804026
DOC6291 1,1:0.0783676
DOC6292 1,1:0.0773856
DOC6293 1,1:0.0831001
DOC6294 1,1:0.0793205
DOC6295 1,1:0.0776764
DOC6296 1,1:0.0762183
DOC6297 1,1:0.0831008
DOC6298 1,1:0.0765113
DOC6299 1,1:0.0824898
DOC6300 1,1:0.0790281
DOC6301 1,1:0.0682255
DOC6302 1,1:0.0810421
DOC6303 1,1:0.0686672
DOC6304 1,1:0.0689627
DOC6305 1,1:0.0786832
DOC6306 1,1:0.0711052
DOC6307 1,1:0.0776295
DOC6308 1,1:0.074015
DOC6309 1,1:0.0699763
DOC6310 1,1:0.0964896
DOC6311 1,1:0.0727725
DOC6312 1,1:0.0658654
DOC6313 1,1:0.0825557
DOC6314 1,1:0.0773923
DOC6315 1,1:0.066148
DOC6316 1,1:0.0807619
DOC6317 1,1:0.0756163
DOC6318 1,1:0.0856943
DOC6319 1,1:0.0781982
DOC6320 1,1:0.0808177
DOC6321 1,1:0.0739039
DOC6322 1,1:0.0751577
DOC6323 1,1:0.0846009
DOC6324 1,1:0.0779907
DOC6325 1,1:0.0879234
DOC6326 1,1:0.0839415
DOC6327 1,1:0.067803
DOC6328 1,1:0.0749486
DOC6329 1,1:0.0797254
DOC6330 1,1:0.0804441
DOC6331 1,1:0.0794829
DOC6332 1,1:0.0834202
DOC6333 1,1:0.0877258
DOC6334 1,1:0.0817085
DOC6335 1,1:0.0769057
DOC6336 1,1:0.0840792
DOC6337 1,1:0.0781145
DOC6338 1,1:0.0792085
DOC6339 1,1:0.0769668
DOC6340 1,1:0.0940955
DOC6341 1,1:0.0741825
DOC6342 1,1:0.076107
DOC6343 1,1:0.0766826
DOC6344 1,1:0.0836511
DOC6345 1,1:0.0780588
DOC6346 1,1:0.0883865
DOC6347 1,1:0.0819042
DOC6348 1,1:0.0842912
DOC6349 1,1:0.0687133
DOC6350 1,1:0.0823206
DOC6351 1,1:0.0821285
DOC6352 1,1:0.0805669
DOC6353 1,1:0.0845018
DOC6354 1,1:0.0898991
DOC6355 1,1:0.0796204
DOC6356 1,1:0.074159
DOC6357 1,1:0.0773582
DOC6358 1,1:0.100143
DOC6359 1,1:0.0852064
DOC6360 1,1:0.0746855
DOC6361 1,1:0.0760158
DOC6362 1,1:0.0774098
DOC6363 1,1:0.0818014
DOC6364 1,1:0.0894086
DOC6365 1,1:0.0791234
DOC6366 1,1:0.0720906
DOC6367 1,1:0.0768613
DOC6368 1,1:0.0753425
DOC6369 1,1:0.0735406
DOC6370 1,1:0.0821904
DOC6371 1,1:0.0783631
DOC6372 1,1:0.0993451
DOC6373 1,1:0.0844272
DOC6374 1,1:0.0893923
DOC6375 1,1:0.0788208
DOC6376 1,1:0.0868814
DOC6377 1,1:0.0800262
DOC6378 1,1:0.0841673
DOC6379 1,1:0.0808632
DOC6380 1,1:0.0662277
DOC6381 1,1:0.0720133
DOC6382 1,1:0.0746341
DOC6383 1,1:0.0796451
DOC6384 1,1:0.0699069
DOC6385 1,1:0.0766071
DOC6386 1,1:0.0803748
DOC6387 1,1:0.0774032
DOC6388 1,1:0.0892168
DOC6389 1,1:0.0715209
DOC6390 1,1:0.0755351
DOC6391 1,1:0.0823902
DOC6392 1,1:0.0837949
DOC6393 1,1:0.0773426
DOC6394 1,1:0.0717376
DOC6395 1,1:0.0878971
DOC6396 1,1:0.0797896
DOC6397 1,1:0.080394
DOC6398 1,1:0.0741079
DOC6399 1,1:0.0787896
DOC6400 1,1:0.0747077
DOC6401 1,1:0.0799185
DOC6402 1,1:0.0737019
DOC6403 1,1:0.0897436
DOC6404 1,1:0.0840627
DOC6405 1,1:0.0779851
DOC6406 1,1:0.0875251
DOC6407 1,1:0.0824644
DOC6408 1,1:0.0823699
DOC6409 1,1:0.0892218
DOC6410 1,1:0.0739717
DOC6411 1,1:0.0872556
DOC6412 1,1:0.0786663
DOC6413 1,1:0.0958969
DOC6414 1,1:0.0777516
DOC6415 1,1:0.075512
DOC6416 1,1:0.0946401
DOC6417 1,1:0.0953253
DOC6418 1,1:0.0934032
DOC6419 1,1:0.0709251
DOC6420 1,1:0.0787643
DOC6421 1,1:0.0833537
DOC6422 1,1:0.0759568
DOC6423 1,1:0.0924547
DOC6424 1,1:0.0648612
DOC6425 1,1:0.086335
DOC6426 1,1:0.0879617
DOC6427 1,1:0.0935133
DOC6428 1,1:0.0782617
DOC6429 1,1:0.0764476
DOC6430 1,1:0.0784471
DOC6431 1,1:0.08032
DOC6432 1,1:0.0830867
DOC6433 1,1:0.0746287
DOC6434 1,1:0.0825343
DOC6435 1,1:0.0799608
DOC6436 1,1:0.0834878
DOC6437 1,1:0.07829
DOC6438 1,1:0.07825
DOC6439 1,1:0.0787674
DOC6440 1,1:0.083358
DOC6441 1,1:0.0876063
DOC6442 1,1:0.0798262
DOC6443 1,1:0.0810594
DOC6444 1,1:0.0805728
DOC6445 1,1:0.0792177
DOC6446 1,1:0.069789
DOC6447 1,1:0.0760468
DOC6448 1,1:0.0780961
DOC6449 1,1:0.0854633
DOC6450 1,1:0.084113
DOC6451 1,1:0.0851148
DOC6452 1,1:0.0968917
DOC6453 1,1:0.081829
DOC6454 1,1:0.0857013
DOC6455 1,1:0.0764488
DOC6456 1,1:0.0795869
DOC6457 1,1:0.0740793
DOC6458 1,1:0.0851299
DOC6459 1,1:0.074246
DOC6460 1,1:0.0869222
DOC6461 1,1:0.0777878
DOC6462 1,1:0.0881613
DOC6463 1,1:0.0746576
DOC6464 1,1:0.0782282
DOC6465 1,1:0.0793532
DOC6466 1,1:0.0849155
DOC6467 1,1:0.0880366
DOC6468 1,1:0.0815026
DOC6469 1,1:0.0763595
DOC6470 1,1:0.0833362
DOC6471 1,1:0.0694539
DOC6472 1,1:0.0757471
DOC6473 1,1:0.0934919
DOC6474 1,1:0.0720604
DOC6475 1,1:0.0785121
DOC6476 1,1:0.0781673
DOC6477 1,1:0.0654589
DOC6478 1,1:0.0871124
DOC6479 1,1:0.0799558
DOC6480 1,1:0.085524
DOC6481 1,1:0.0858145
DOC6482 1,1:0.0860811
DOC6483 1,1:0.0819906
DOC6484 1,1:0.0687516
DOC6485 1,1:0.08871
DOC6486 1,1:0.0834261
DOC6487 1,1:0.0897128
DOC6488 1,1:0.0723162
DOC6489 1,1:0.0776555
DOC6490 1,1:0.0964122
DOC6491 1,1:0.0826222
DOC6492 1,1:0.0741348
DOC6493 1,1:0.0829688
DOC6494 1,1:0.0959713
DOC6495 1,1:0.0766128
DOC6496 1,1:0.0758883
DOC6497 1,1:0.0766934
DOC6498 1,1:0.0772684
DOC6499 1,1:0.0847852
DOC6500 1,1:0.0821244
DOC6501 1,1:0.0742018
DOC6502 1,1:0.0875296
DOC6503 1,1:0.0776353
DOC6504 1,1:0.0867825
DOC6505 1,1:0.0717552
DOC6506 1,1:0.0773401
DOC6507 1,1:0.0890019
DOC6508 1,1:0.0729478
DOC6509 1,1:0.0868589
DOC6510 1,1:0.082002
DOC6511 1,1:0.0845475
DOC6512 1,1:0.0848329
DOC6513 1,1:0.0809641
DOC6514 1,1:0.067203
DOC6515 1,1:0.0747563
DOC6516 1,1:0.0834684
DOC6517 1,1:0.0821685
DOC6518 1,1:0.0745678
DOC6519 1,1:0.0652484
DOC6520 1,1:0.073213
DOC6521 1,1:0.0726442
DOC6522 1,1:0.0733278
DOC6523 1,1:0.0781089
DOC6524 1,1:0.0828119
DOC6525 1,1:0.0842091
DOC6526 1,1:0.0733233
DOC6527 1,1:0.0719125
DOC6528 1,1:0.0712567
DOC6529 1,1:0.0771816
DOC6530 1,1:0.0835845
DOC6531 1,1:0.0762914
DOC6532 1,1:0.0769298
DOC6533 1,1:0.071768
DOC6534 1,1:0.0680399
DOC6535 1,1:0.0855726
DOC6536 1,1:0.0825527
DOC6537 1,1:0.0709509
DOC6538 1,1:0.0946334
DOC6539 1,1:0.0812509
DOC6540 1,1:0.0809225
DOC6541 1,1:0.0747148
DOC6542 1,1:0.0717515
DOC6543 1,1:0.0820838
DOC6544 1,1:0.0759998
DOC6545 1,1:0.0855856
DOC6546 1,1:0.079136
DOC6547 1,1:0.0847359
DOC6548 1,1:0.0867301
DOC6549 1,1:0.0750034
DOC6550 1,1:0.0837268
DOC6551 1,1:0.0703742
DOC6552 1,1:0.0759253
DOC6553 1,1:0.0733751
DOC6554 1,1:0.0906453
DOC6555 1,1:0.0790017
DOC6556 1,1:0.0854386
DOC6557 1,1:0.0770381
DOC6558 1,1:0.0855382
DOC6559 1,1:0.0788475
DOC6560 1,1:0.0821775
DOC6561 1,1:0.0849649
DOC6562 1,1:0.0886565
DOC6563 1,1:0.076935
DOC6564 1,1:0.0747911
DOC6565 1,1:0.0859224
DOC6566 1,1:0.0797018
DOC6567 1,1:0.0826578
DOC6568 1,1:0.0818428
DOC6569 1,1:0.0837114
DOC6570 1,1:0.0747919
DOC6571 1,1:0.0804654
DOC6572 1,1:0.0731957
DOC6573 1,1:0.0697504
DOC6574 1,1:0.0894325
DOC6575 1,1:0.0708025
DOC6576 1,1:0.076016
DOC6577 1,1:0.0843954
DOC6578 1,1:0.0766165
DOC6579 1,1:0.0810317
DOC6580 1,1:0.084067
DOC6581 1,1:0.0886017
DOC6582 1,1:0.080718
DOC6583 1,1:0.0806528
DOC6584 1,1:0.0782877
DOC6585 1,1:0.0866024
DOC6586 1,1:0.0812283
DOC6587 1,1:0.0919446
DOC6588 1,1:0.0841642
DOC6589 1,1:0.0760926
DOC6590 1,1:0.0848474
DOC6591 1,1:0.0810468
DOC6592 1,1:0.0693693
DOC6593 1,1:0.0798621
DOC6594 1,1:0.0785082
DOC6595 1,1:0.0712792
DOC6596 1,1:0.0775483
DOC6597 1,1:0.0878976
DOC6598 1,1:0.0784677
DOC6599 1,1:0.0784502
DOC6600 1,1:0.0804488
DOC6601 1,1:0.0727309
DOC6602 1,1:0.0720672
DOC6603 1,1:0.0828108
DOC6604 1,1:0.0790283
